,TYPE,YEAR,MONTH,NEIGHBOURHOOD,Lat,Long,SEASON
4384,Theft from Vehicle,2022,2,Renfrew-Collingwood,49.25541295059763,-123.0324757115427,Winter
4385,Theft of Bicycle,2018,11,Renfrew-Collingwood,49.261965384292445,-123.05213126549856,Autumn
4386,Other Theft,2022,11,West End,49.27890045072074,-123.13101397875066,Autumn
4387,Theft from Vehicle,2018,1,West End,49.2925661537714,-123.13707246086727,Winter
4388,Other Theft,2022,1,Fairview,49.26499221315889,-123.1183807812648,Winter
4389,Theft from Vehicle,2018,6,West End,49.2898625008942,-123.14366939429546,Summer
4390,Mischief,2019,8,Grandview-Woodland,49.28324468189415,-123.07376625826076,Summer
4391,Break and Enter Residential/Other,2018,6,Riley Park,49.25019503465216,-123.09941308965836,Spring
4392,Mischief,2020,1,Renfrew-Collingwood,49.24150241722497,-123.05744772121577,Winter
4393,Vehicle Collision or Pedestrian Struck (with Injury),2021,6,Fairview,49.26619163635466,-123.13882791613317,Summer
4394,Theft of Bicycle,2018,11,Kitsilano,49.26665683585988,-123.16695274298672,Autumn
4395,Other Theft,2019,8,Central Business District,49.27843191120009,-123.11540148082688,Summer
4396,Other Theft,2022,9,Grandview-Woodland,49.26646150364491,-123.0696474087311,Autumn
4397,Other Theft,2020,9,Kitsilano,49.26722450341932,-123.14740866139044,Autumn
4398,Theft from Vehicle,2019,9,West Point Grey,49.26636782885468,-123.20664190118126,Summer
4399,Other Theft,2018,3,Oakridge,49.23358558691282,-123.12014895219426,Spring
4400,Theft from Vehicle,2019,3,Central Business District,49.27315600456822,-123.12840946398144,Winter
4401,Theft from Vehicle,2019,7,West End,49.28028528732061,-123.1274579381558,Summer
4402,Theft from Vehicle,2019,6,Sunset,49.22560772510332,-123.10161949688803,Spring
4403,Mischief,2020,3,West End,49.28378750079242,-123.14078219427998,Winter
4404,Theft from Vehicle,2019,7,Strathcona,49.283863195881175,-123.08926821946596,Summer
4405,Other Theft,2019,5,Central Business District,49.2784131573258,-123.12823559012392,Spring
4406,Other Theft,2020,3,Central Business District,49.27932119797612,-123.1132773997444,Winter
4407,Mischief,2020,1,Strathcona,49.28131398284224,-123.0953073458208,Winter
4408,Other Theft,2021,6,Central Business District,49.280617803301126,-123.11872748494964,Spring
4409,Other Theft,2021,2,Renfrew-Collingwood,49.23234364469028,-123.03247540483925,Winter
4410,Other Theft,2021,9,Central Business District,49.2823088065011,-123.11830254195398,Summer
4411,Break and Enter Residential/Other,2018,4,Grandview-Woodland,49.28210568067374,-123.05747286861158,Spring
4412,Vehicle Collision or Pedestrian Struck (with Injury),2022,3,Shaughnessy,49.25705253308759,-123.13880228201334,Spring
4413,Mischief,2020,4,Strathcona,49.28401699844218,-123.09529379982597,Spring
4414,Other Theft,2019,10,Kitsilano,49.27150093067653,-123.15495528756054,Autumn
4415,Theft from Vehicle,2019,7,Central Business District,49.28278677359702,-123.10586060157544,Summer
4416,Other Theft,2018,10,Central Business District,49.28272515525532,-123.11189180979622,Autumn
4417,Mischief,2022,6,Central Business District,49.28136839501633,-123.11981529709736,Summer
4418,Theft of Bicycle,2021,5,Riley Park,49.23542198948496,-123.11586909184756,Spring
4419,Vehicle Collision or Pedestrian Struck (with Injury),2018,9,Killarney,49.22015808089058,-123.0412938245178,Summer
4420,Theft from Vehicle,2019,5,Grandview-Woodland,49.27664449826084,-123.06837200516424,Spring
4421,Other Theft,2021,9,Mount Pleasant,49.26416302459774,-123.11469372262574,Autumn
4422,Vehicle Collision or Pedestrian Struck (with Injury),2019,10,Renfrew-Collingwood,49.23388680648828,-123.03539862744827,Autumn
4423,Theft from Vehicle,2018,1,Renfrew-Collingwood,49.23730380591535,-123.029916600134,Winter
4424,Theft from Vehicle,2018,2,Hastings-Sunrise,49.28021109809653,-123.02833079341396,Winter
4425,Theft from Vehicle,2019,4,Central Business District,49.28070973668827,-123.10559520083294,Spring
4426,Other Theft,2021,8,Kensington-Cedar Cottage,49.23347577980435,-123.06554861805996,Summer
4427,Other Theft,2022,7,Hastings-Sunrise,49.28111433954163,-123.04435837992594,Summer
4428,Other Theft,2019,1,Central Business District,49.28181604016662,-123.11056341320572,Winter
4429,Theft from Vehicle,2020,7,West End,49.28478845915745,-123.1229366438762,Summer
4430,Theft from Vehicle,2021,1,West End,49.28575049382973,-123.12442999801436,Winter
4431,Break and Enter Commercial,2020,1,Mount Pleasant,49.268405919081566,-123.10784151208946,Winter
4432,Mischief,2020,11,Sunset,49.215634490463366,-123.08864029232814,Autumn
4433,Other Theft,2019,9,Victoria-Fraserview,49.22463660890557,-123.06585189655443,Summer
4434,Other Theft,2018,8,Kerrisdale,49.23010819801268,-123.17953375066443,Summer
4435,Theft from Vehicle,2019,10,Central Business District,49.28950880511402,-123.12271396977756,Autumn
4436,Theft from Vehicle,2019,10,West End,49.28582326728672,-123.13297561021996,Autumn
4437,Theft from Vehicle,2018,12,Central Business District,49.28803315718575,-123.12241687562806,Autumn
4438,Theft from Vehicle,2022,12,Mount Pleasant,49.27239761055117,-123.1015845777905,Autumn
4439,Other Theft,2019,5,Strathcona,49.28129875080315,-123.09962485408784,Spring
4440,Other Theft,2022,6,Marpole,49.20858473373302,-123.14129022516548,Spring
4441,Mischief,2022,11,Kensington-Cedar Cottage,49.25264781993295,-123.07640836263867,Autumn
4442,Theft from Vehicle,2019,8,Fairview,49.26059015180099,-123.12324049102226,Summer
4443,Theft from Vehicle,2019,11,Mount Pleasant,49.263365770877336,-123.08706143338289,Autumn
4444,Theft of Bicycle,2021,11,Mount Pleasant,49.26152093661789,-123.09814123199008,Autumn
4445,Theft from Vehicle,2018,2,Strathcona,49.2822070318416,-123.09739938280062,Winter
4446,Other Theft,2020,12,Central Business District,49.28431307898647,-123.10906068839294,Autumn
4447,Theft from Vehicle,2018,5,Shaughnessy,49.25022183920591,-123.14447708191628,Spring
4448,Theft from Vehicle,2019,8,Central Business District,49.28341691383197,-123.11295609893868,Summer
4449,Theft of Vehicle,2022,6,Arbutus Ridge,49.24481266563493,-123.1654429592363,Spring
4450,Break and Enter Commercial,2018,12,West End,49.28382210863817,-123.13330859083322,Autumn
4451,Theft from Vehicle,2019,6,Fairview,49.26343031886778,-123.12550848168831,Summer
4452,Other Theft,2018,10,Kitsilano,49.26217981182677,-123.162440903668,Autumn
4453,Theft from Vehicle,2020,5,Hastings-Sunrise,49.27407376810643,-123.02520322724644,Spring
4454,Theft from Vehicle,2019,8,Mount Pleasant,49.2629006610602,-123.099190514008,Summer
4455,Break and Enter Commercial,2021,3,Central Business District,49.28195098289351,-123.12289287572834,Winter
4456,Theft from Vehicle,2020,3,Strathcona,49.28185060227745,-123.09946611047818,Spring
4457,Other Theft,2020,7,Strathcona,49.269802044093325,-123.0837633267756,Summer
4458,Theft from Vehicle,2018,10,Fairview,49.26687614453951,-123.12062686555808,Autumn
4459,Theft from Vehicle,2020,2,Kensington-Cedar Cottage,49.23460958288792,-123.075531640785,Winter
4460,Theft from Vehicle,2019,7,Arbutus Ridge,49.23470198765543,-123.16038296040864,Summer
4461,Other Theft,2018,9,Mount Pleasant,49.26303040701015,-123.1076771213797,Autumn
4462,Theft from Vehicle,2019,5,Central Business District,49.27858528987382,-123.10874632318236,Spring
4463,Theft from Vehicle,2022,9,Strathcona,49.282244061387736,-123.07877316304749,Summer
4464,Other Theft,2018,3,Kitsilano,49.26217981182677,-123.162440903668,Winter
4465,Mischief,2018,11,Central Business District,49.28238256208888,-123.1020162355368,Autumn
4466,Other Theft,2019,9,Fairview,49.26326509868139,-123.12087668862264,Autumn
4467,Other Theft,2021,8,Fairview,49.26883089778624,-123.11504719936596,Summer
4468,Other Theft,2022,12,Central Business District,49.28306935371031,-123.12254859036489,Autumn
4469,Theft from Vehicle,2021,4,West End,49.28564901604719,-123.14265554858883,Spring
4470,Mischief,2022,10,Mount Pleasant,49.25728212535648,-123.09371349168656,Autumn
4471,Theft from Vehicle,2019,3,Central Business District,49.27343294121792,-123.11889797007808,Spring
4472,Theft from Vehicle,2021,12,Grandview-Woodland,49.27150397756093,-123.0745434363586,Winter
4473,Break and Enter Residential/Other,2018,7,Riley Park,49.25672550779664,-123.11020190820402,Summer
4474,Theft from Vehicle,2019,3,Central Business District,49.277928402254894,-123.1231078616954,Winter
4475,Other Theft,2019,11,Mount Pleasant,49.268966886601326,-123.11018501020656,Autumn
4476,Break and Enter Commercial,2020,4,Fairview,49.2634679816327,-123.12791921242416,Spring
4477,Theft from Vehicle,2018,7,Central Business District,49.28066129689714,-123.11880090095708,Summer
4478,Theft from Vehicle,2021,11,Central Business District,49.28349742232109,-123.11308498423334,Autumn
4479,Theft of Vehicle,2018,9,Central Business District,49.27540914020302,-123.1327454786752,Summer
4480,Break and Enter Residential/Other,2021,8,Shaughnessy,49.247367536321214,-123.14749963487344,Summer
4481,Other Theft,2019,4,Central Business District,49.28292789817201,-123.10679400005414,Spring
4482,Theft from Vehicle,2018,9,Central Business District,49.283241096937445,-123.10218399341578,Summer
4483,Break and Enter Residential/Other,2019,12,Hastings-Sunrise,49.27131347187715,-123.04260851100628,Autumn
4484,Theft from Vehicle,2018,1,Riley Park,49.2498743636517,-123.09678495721349,Winter
4485,Other Theft,2020,9,Central Business District,49.281419347779455,-123.11998561962189,Autumn
4486,Theft from Vehicle,2019,8,Central Business District,49.284413011304906,-123.11332477162688,Summer
4487,Mischief,2021,1,Hastings-Sunrise,49.281202542321694,-123.05088318927233,Winter
4488,Theft from Vehicle,2021,11,Central Business District,49.27616968407755,-123.12881398628302,Autumn
4489,Mischief,2022,8,Hastings-Sunrise,49.26917340198249,-123.03352463037112,Summer
4490,Theft from Vehicle,2020,6,Grandview-Woodland,49.28023233720186,-123.06939026052866,Summer
4491,Vehicle Collision or Pedestrian Struck (with Injury),2021,11,Dunbar-Southlands,49.24997120084188,-123.18519898839584,Autumn
4492,Mischief,2018,8,Central Business District,49.28298428551912,-123.11539671878612,Summer
4493,Theft from Vehicle,2019,8,Kitsilano,49.26739863868404,-123.15861634683426,Summer
4494,Other Theft,2020,7,Strathcona,49.269802044093325,-123.0837633267756,Summer
4495,Mischief,2022,11,Grandview-Woodland,49.26238382191293,-123.07166473451156,Autumn
4496,Mischief,2022,1,Hastings-Sunrise,49.27983121941613,-123.03078421335448,Winter
4497,Theft from Vehicle,2021,12,Kensington-Cedar Cottage,49.2348686851438,-123.06377318802704,Winter
4498,Other Theft,2021,11,West Point Grey,49.25807001735319,-123.18732470957828,Autumn
4499,Other Theft,2019,7,West End,49.28603300747499,-123.12487733397012,Summer
4500,Theft from Vehicle,2019,12,Marpole,49.20532938902078,-123.13476621278676,Winter
4501,Break and Enter Residential/Other,2020,8,West Point Grey,49.26351101549854,-123.18906798854984,Summer
4502,Other Theft,2021,8,Riley Park,49.25390474385721,-123.11442138845032,Summer
4503,Other Theft,2019,4,Central Business District,49.28252635860801,-123.1181221428289,Spring
4504,Theft from Vehicle,2018,11,West End,49.28693417889952,-123.14240971085782,Autumn
4505,Theft from Vehicle,2020,8,Central Business District,49.28306543324687,-123.11348529788324,Summer
4506,Other Theft,2022,1,Mount Pleasant,49.2624208818538,-123.08609772846069,Winter
4507,Other Theft,2019,4,Central Business District,49.28094564032671,-123.10715115113877,Spring
4508,Mischief,2019,7,Kensington-Cedar Cottage,49.26117115687551,-123.0566486263893,Summer
4509,Theft from Vehicle,2018,5,Kensington-Cedar Cottage,49.24575703499755,-123.0604225499524,Spring
4510,Theft from Vehicle,2019,7,Riley Park,49.23412915477476,-123.10374879846546,Summer
4511,Other Theft,2022,6,Central Business District,49.28389229799846,-123.10641360001983,Spring
4512,Theft of Bicycle,2021,2,Central Business District,49.284396025006,-123.1143436056888,Winter
4513,Other Theft,2020,1,Kensington-Cedar Cottage,49.24365869306688,-123.0902387191296,Winter
4514,Theft from Vehicle,2019,12,Renfrew-Collingwood,49.25632348977846,-123.02872895995034,Autumn
4515,Other Theft,2019,8,Central Business District,49.2796707725496,-123.12230848195752,Summer
4516,Theft from Vehicle,2019,12,Central Business District,49.28278677359702,-123.10586060157544,Winter
4517,Other Theft,2021,10,Mount Pleasant,49.26274625115536,-123.09707979036388,Autumn
4518,Other Theft,2018,4,Victoria-Fraserview,49.21828896405103,-123.07699289395636,Spring
4519,Theft from Vehicle,2020,11,West End,49.28756589361052,-123.13812721210924,Autumn
4520,Theft from Vehicle,2019,7,Kensington-Cedar Cottage,49.2567862644654,-123.06783004360965,Summer
4521,Mischief,2021,3,Kensington-Cedar Cottage,49.24861657712551,-123.0724833284259,Spring
4522,Mischief,2021,4,Central Business District,49.28718452257562,-123.11686591260973,Spring
4523,Other Theft,2019,7,Riley Park,49.24331859850869,-123.10856068938764,Summer
4524,Other Theft,2018,10,Fairview,49.26355636578829,-123.1393465403986,Autumn
4525,Theft from Vehicle,2018,7,Central Business District,49.28106570013608,-123.1075836066998,Summer
4526,Theft from Vehicle,2020,3,Dunbar-Southlands,49.23951769788955,-123.1931458395857,Spring
4527,Break and Enter Residential/Other,2018,9,Oakridge,49.23228726263665,-123.10701927659944,Summer
4528,Other Theft,2018,6,Central Business District,49.28131875756964,-123.09975033147164,Summer
4529,Mischief,2019,7,Central Business District,49.27159709817055,-123.12686620020403,Summer
4530,Theft from Vehicle,2022,2,Oakridge,49.22271232726031,-123.11987277535783,Winter
4531,Break and Enter Residential/Other,2021,1,Riley Park,49.25370838846593,-123.09219592835012,Winter
4532,Other Theft,2019,6,Mount Pleasant,49.26819659665897,-123.10215435643612,Spring
4533,Break and Enter Commercial,2019,6,West End,49.27958892091844,-123.13417885313504,Summer
4534,Other Theft,2021,2,Central Business District,49.27381558104821,-123.12086030706868,Winter
4535,Other Theft,2022,5,Sunset,49.21069229466819,-123.0992034981625,Spring
4536,Other Theft,2022,11,Central Business District,49.2755819994127,-123.10196039255725,Autumn
4537,Theft from Vehicle,2019,10,Renfrew-Collingwood,49.241604234837546,-123.03678151962023,Autumn
4538,Other Theft,2018,1,Central Business District,49.28070774330664,-123.12072605559152,Winter
4539,Mischief,2021,7,Central Business District,49.28140209325267,-123.10033439688874,Summer
4540,Mischief,2022,1,West End,49.28800884940239,-123.13217879510012,Winter
4541,Theft from Vehicle,2022,5,Central Business District,49.27799661486705,-123.12866505239622,Spring
4542,Break and Enter Residential/Other,2019,9,Victoria-Fraserview,49.22463660890557,-123.06585189655443,Summer
4543,Other Theft,2020,3,Fairview,49.26059006070827,-123.1232356571062,Spring
4544,Mischief,2018,8,West End,49.28597480445728,-123.12704982513652,Summer
4545,Other Theft,2019,9,Central Business District,49.2734162900443,-123.11715894554708,Summer
4546,Theft of Bicycle,2020,6,Dunbar-Southlands,49.23756806452822,-123.19208901276902,Spring
4547,Theft from Vehicle,2019,5,Kerrisdale,49.22721606806317,-123.16280238475468,Spring
4548,Theft from Vehicle,2019,1,West End,49.28510080222158,-123.12552944631766,Winter
4549,Break and Enter Commercial,2021,4,Strathcona,49.28109642330644,-123.08536551023911,Spring
4550,Theft from Vehicle,2019,10,Renfrew-Collingwood,49.23664086687368,-123.04638556548248,Autumn
4551,Vehicle Collision or Pedestrian Struck (with Injury),2019,5,Central Business District,49.28228849644055,-123.0996311282137,Spring
4552,Theft from Vehicle,2020,3,Central Business District,49.2783903743168,-123.11652884852906,Winter
4553,Other Theft,2020,11,Strathcona,49.28184299843746,-123.09958228830574,Autumn
4554,Theft from Vehicle,2018,9,Central Business District,49.28528107591702,-123.11992385341136,Summer
4555,Theft of Vehicle,2020,4,Fairview,49.259730900083056,-123.13542999091892,Spring
4556,Theft of Vehicle,2019,11,Hastings-Sunrise,49.26309356936525,-123.04962679737466,Autumn
4557,Theft from Vehicle,2019,11,Mount Pleasant,49.27085447451994,-123.10933567030604,Autumn
4558,Theft from Vehicle,2022,12,Central Business District,49.2794532376011,-123.1003153537782,Winter
4559,Break and Enter Residential/Other,2019,4,Kitsilano,49.26169177288572,-123.18489959927258,Spring
4560,Mischief,2020,11,Central Business District,49.28536858733788,-123.11757265561911,Autumn
4561,Theft from Vehicle,2019,12,Central Business District,49.28181581113476,-123.11056305245202,Autumn
4562,Mischief,2018,2,Central Business District,49.2834837450113,-123.11472948279356,Winter
4563,Theft from Vehicle,2018,8,Dunbar-Southlands,49.25517845800909,-123.17848021597266,Summer
4564,Other Theft,2019,4,Kitsilano,49.26370318635712,-123.14826358476328,Spring
4565,Other Theft,2022,7,Strathcona,49.28315710179662,-123.09771429459605,Summer
4566,Break and Enter Residential/Other,2019,4,Kitsilano,49.26937230102964,-123.17345625793384,Spring
4567,Theft from Vehicle,2021,11,Hastings-Sunrise,49.277386810402064,-123.02702750710247,Autumn
4568,Mischief,2020,10,Mount Pleasant,49.26239331879793,-123.08251647413609,Autumn
4569,Theft from Vehicle,2019,9,Renfrew-Collingwood,49.23493121063456,-123.0444350401068,Summer
4570,Theft from Vehicle,2021,5,West Point Grey,49.26979914945988,-123.20905928269012,Spring
4571,Other Theft,2019,12,Central Business District,49.28364885531069,-123.12214420325974,Autumn
4572,Theft from Vehicle,2018,3,West End,49.280397729198455,-123.13132316411742,Winter
4573,Theft from Vehicle,2022,12,Central Business District,49.27318280141599,-123.1283413016444,Autumn
4574,Other Theft,2018,10,Central Business District,49.28023415399313,-123.1147850149298,Autumn
4575,Other Theft,2019,8,Fairview,49.26408901800527,-123.11523828190798,Summer
4576,Theft from Vehicle,2018,8,Kitsilano,49.270704439537454,-123.15039399240426,Summer
4577,Theft from Vehicle,2018,2,Riley Park,49.25512694621948,-123.08999419816176,Winter
4578,Other Theft,2019,5,Central Business District,49.28515592294056,-123.12216381601628,Spring
4579,Mischief,2022,10,Central Business District,49.28319036413536,-123.11311876035955,Autumn
4580,Theft from Vehicle,2021,3,Strathcona,49.28184299843746,-123.09958228830574,Spring
4581,Other Theft,2019,6,West End,49.28283122888166,-123.12358324478352,Summer
4582,Theft of Bicycle,2021,5,Central Business District,49.28810979828836,-123.11548330005562,Spring
4583,Mischief,2020,1,Central Business District,49.283987616641554,-123.10720727636628,Winter
4584,Other Theft,2022,5,Hastings-Sunrise,49.28111381356237,-123.04562378568752,Spring
4585,Other Theft,2018,1,Oakridge,49.22995035654806,-123.12150935202575,Winter
4586,Vehicle Collision or Pedestrian Struck (with Injury),2020,6,Mount Pleasant,49.269275210314895,-123.10662922726767,Spring
4587,Mischief,2022,3,Kitsilano,49.26330179568309,-123.17402279513163,Spring
4588,Other Theft,2020,11,Killarney,49.22011868072487,-123.040194592677,Autumn
4589,Mischief,2021,10,Central Business District,49.27357745569816,-123.13170571607289,Autumn
4590,Vehicle Collision or Pedestrian Struck (with Injury),2018,6,Central Business District,49.28340971082297,-123.11287475736962,Spring
4591,Break and Enter Commercial,2019,1,Central Business District,49.28767764143095,-123.12400095250749,Winter
4592,Theft from Vehicle,2018,10,Strathcona,49.27662953053293,-123.09670089841865,Autumn
4593,Mischief,2018,12,West End,49.28772860146484,-123.1274692008068,Autumn
4594,Theft from Vehicle,2018,6,Strathcona,49.27239570826909,-123.09798456176212,Spring
4595,Other Theft,2018,2,Kensington-Cedar Cottage,49.24855260682269,-123.07591865819904,Winter
4596,Theft from Vehicle,2020,1,Central Business District,49.28109209820183,-123.1125075003115,Winter
4597,Other Theft,2019,7,Central Business District,49.28312184277552,-123.11707220369458,Summer
4598,Other Theft,2019,1,Killarney,49.22011868072487,-123.040194592677,Winter
4599,Break and Enter Commercial,2021,8,Central Business District,49.28213514552369,-123.11770100577831,Summer
4600,Theft of Bicycle,2019,9,Central Business District,49.2803836487147,-123.10148245418002,Autumn
4601,Theft from Vehicle,2019,11,Central Business District,49.28006694416764,-123.10579644345913,Autumn
4602,Theft from Vehicle,2021,10,Grandview-Woodland,49.283036256455965,-123.07685922596028,Autumn
4603,Mischief,2018,10,Central Business District,49.28112713137837,-123.10220238786906,Autumn
4604,Other Theft,2019,10,Mount Pleasant,49.26131705795386,-123.1112977926942,Autumn
4605,Theft from Vehicle,2022,7,Strathcona,49.28185059598321,-123.09946610771556,Summer
4606,Other Theft,2020,9,Central Business District,49.281065698343454,-123.10758359982115,Autumn
4607,Mischief,2020,1,Marpole,49.21319912469559,-123.118332826057,Winter
4608,Break and Enter Commercial,2021,1,Mount Pleasant,49.26835657829103,-123.11168435050786,Winter
4609,Mischief,2021,8,Grandview-Woodland,49.27308449381968,-123.07041491272908,Summer
4610,Other Theft,2018,3,Kitsilano,49.26807985595112,-123.147592103887,Spring
4611,Other Theft,2022,5,Grandview-Woodland,49.2812673809248,-123.0739595999798,Spring
4612,Vehicle Collision or Pedestrian Struck (with Injury),2020,11,Killarney,49.22865459875488,-123.02351418320934,Autumn
4613,Theft from Vehicle,2018,11,Strathcona,49.28040879762426,-123.09898099430092,Autumn
4614,Theft from Vehicle,2018,5,Central Business District,49.28593067851087,-123.12336482420208,Spring
4615,Break and Enter Commercial,2020,1,West End,49.29345569665095,-123.13628941827275,Winter
4616,Other Theft,2018,5,Killarney,49.22654069823248,-123.0455226076426,Spring
4617,Other Theft,2019,4,Dunbar-Southlands,49.24642586696338,-123.18519434026416,Spring
4618,Theft from Vehicle,2018,9,Central Business District,49.27877961895656,-123.10770251246366,Summer
4619,Other Theft,2018,1,Central Business District,49.28812640332717,-123.11538428998728,Winter
4620,Theft from Vehicle,2022,8,Sunset,49.23086767348192,-123.0892932693943,Summer
4621,Theft of Bicycle,2018,8,Central Business District,49.28120276424964,-123.10811743814952,Summer
4622,Theft from Vehicle,2021,3,Central Business District,49.27915925562854,-123.11309954785956,Spring
4623,Break and Enter Commercial,2021,9,Riley Park,49.23313244047658,-123.10145766854994,Summer
4624,Theft from Vehicle,2019,8,Central Business District,49.28583557472482,-123.1168922763117,Summer
4625,Mischief,2022,4,Strathcona,49.28111819529559,-123.08937226097562,Spring
4626,Theft from Vehicle,2020,2,Sunset,49.22758758683918,-123.10367785642376,Winter
4627,Break and Enter Residential/Other,2021,12,Mount Pleasant,49.257556928203165,-123.1131779078525,Autumn
4628,Other Theft,2020,3,Kensington-Cedar Cottage,49.2488510710148,-123.0900870551258,Winter
4629,Theft from Vehicle,2022,5,Marpole,49.21044262884169,-123.1160558029332,Spring
4630,Mischief,2018,9,Grandview-Woodland,49.28113232805569,-123.0596678787787,Summer
4631,Other Theft,2018,6,West Point Grey,49.26698712643988,-123.186806181031,Spring
4632,Theft from Vehicle,2019,10,Strathcona,49.27909643915503,-123.08127315844143,Autumn
4633,Theft from Vehicle,2021,12,West End,49.28599537048244,-123.12708139766606,Autumn
4634,Theft of Bicycle,2018,3,Grandview-Woodland,49.27906883998534,-123.05767025810432,Winter
4635,Other Theft,2018,4,Renfrew-Collingwood,49.2320675466481,-123.0317030470086,Spring
4636,Theft from Vehicle,2019,10,Fairview,49.26168339482699,-123.13986261992962,Autumn
4637,Other Theft,2019,11,Central Business District,49.28441356162228,-123.11238089287376,Autumn
4638,Theft from Vehicle,2021,12,Central Business District,49.27696568655824,-123.1195115904802,Winter
4639,Other Theft,2018,7,Central Business District,49.28026376376111,-123.1213982548006,Summer
4640,Theft of Vehicle,2018,9,Hastings-Sunrise,49.28120467158608,-123.05244020237956,Summer
4641,Other Theft,2018,8,Renfrew-Collingwood,49.23696095035272,-123.0331651117746,Summer
4642,Break and Enter Commercial,2022,1,Central Business District,49.28227629406161,-123.10092520406482,Winter
4643,Theft from Vehicle,2018,4,West End,49.281322349550685,-123.13057989064843,Spring
4644,Theft from Vehicle,2020,1,West End,49.28478845915745,-123.1229366438762,Winter
4645,Theft from Vehicle,2022,5,Central Business District,49.28203951832481,-123.11098922403671,Spring
4646,Theft from Vehicle,2019,2,Kensington-Cedar Cottage,49.24488346126454,-123.06276251528628,Winter
4647,Theft of Bicycle,2019,5,Mount Pleasant,49.26521387964997,-123.09197598977023,Spring
4648,Break and Enter Commercial,2019,5,West End,49.29066264588192,-123.13427752369736,Spring
4649,Mischief,2021,12,West End,49.28321059893825,-123.13424840841732,Winter
4650,Theft from Vehicle,2018,10,Central Business District,49.277698902339154,-123.09990149952766,Autumn
4651,Theft from Vehicle,2020,3,Kerrisdale,49.21774408073525,-123.17606206053252,Winter
4652,Theft of Vehicle,2021,6,Kitsilano,49.26101139695405,-123.15063409440071,Spring
4653,Theft from Vehicle,2020,12,Marpole,49.2150185974904,-123.13899580559251,Autumn
4654,Theft from Vehicle,2020,6,Sunset,49.22734812160963,-123.09210495641548,Summer
4655,Other Theft,2021,5,Killarney,49.23162826799943,-123.03748239919727,Spring
4656,Mischief,2019,7,Hastings-Sunrise,49.28025103534437,-123.02755519946878,Summer
4657,Other Theft,2018,3,Central Business District,49.28431080251384,-123.10882289675156,Spring
4658,Break and Enter Commercial,2018,7,West Point Grey,49.263909588502166,-123.21131415695834,Summer
4659,Other Theft,2020,2,Central Business District,49.28364885531069,-123.12214420325974,Winter
4660,Other Theft,2021,6,Fairview,49.26546104669688,-123.1434973321385,Spring
4661,Break and Enter Residential/Other,2022,7,Oakridge,49.23095167392815,-123.1160876539102,Summer
4662,Theft from Vehicle,2019,2,Stanley Park,49.30150892527024,-123.15643194775149,Winter
4663,Theft from Vehicle,2020,11,Mount Pleasant,49.27020804399361,-123.10305909752302,Autumn
4664,Other Theft,2022,12,Central Business District,49.28179462534885,-123.1152284971247,Winter
4665,Other Theft,2020,7,Central Business District,49.28238981145381,-123.10315693455748,Summer
4666,Theft from Vehicle,2021,2,Riley Park,49.249994598005415,-123.10699808148333,Winter
4667,Theft from Vehicle,2020,2,Grandview-Woodland,49.287557986983856,-123.05841060454568,Winter
4668,Theft from Vehicle,2021,6,Renfrew-Collingwood,49.23219555376376,-123.02670290622302,Summer
4669,Mischief,2022,1,Central Business District,49.27792056292803,-123.1308751772093,Winter
4670,Other Theft,2021,8,Marpole,49.21230092363163,-123.14061683744193,Summer
4671,Theft from Vehicle,2019,9,Strathcona,49.28131327205899,-123.09526936684291,Summer
4672,Other Theft,2019,3,Grandview-Woodland,49.28324468189415,-123.07376625826076,Winter
4673,Theft from Vehicle,2018,12,Killarney,49.21564434590394,-123.02592650082318,Autumn
4674,Other Theft,2021,11,Strathcona,49.281254447805175,-123.09653238251694,Autumn
4675,Other Theft,2021,9,Grandview-Woodland,49.2668082612531,-123.06561363116596,Summer
4676,Other Theft,2022,2,Central Business District,49.28094148358246,-123.10712794545483,Winter
4677,Theft from Vehicle,2018,10,Kitsilano,49.27028408302312,-123.15027518770265,Autumn
4678,Theft from Vehicle,2019,1,Killarney,49.22636493122389,-123.03252747143192,Winter
4679,Mischief,2020,9,Fairview,49.26220077857846,-123.1150394302387,Summer
4680,Other Theft,2019,3,Renfrew-Collingwood,49.25816391274642,-123.03694953865468,Spring
4681,Mischief,2019,2,Renfrew-Collingwood,49.25823044462036,-123.04387122291315,Winter
4682,Other Theft,2018,12,West End,49.291682305048845,-123.13508120291958,Autumn
4683,Theft from Vehicle,2018,3,Grandview-Woodland,49.26639435446139,-123.06964295417797,Winter
4684,Other Theft,2020,10,Central Business District,49.28139490308641,-123.11968666538311,Autumn
4685,Mischief,2020,2,Grandview-Woodland,49.27764283323901,-123.07250221273478,Winter
4686,Other Theft,2019,8,Hastings-Sunrise,49.28119700467299,-123.04377483837938,Summer
4687,Other Theft,2018,5,West End,49.2833932038174,-123.12306621596603,Spring
4688,Mischief,2021,8,Central Business District,49.28182569821888,-123.11713860016307,Summer
4689,Theft from Vehicle,2021,12,Central Business District,49.28811228686931,-123.1153350736686,Autumn
4690,Theft from Vehicle,2018,10,Central Business District,49.27932120157149,-123.11327740250246,Autumn
4691,Other Theft,2021,2,Central Business District,49.29014402417069,-123.1287819506571,Winter
4692,Theft of Bicycle,2022,11,West End,49.28417924511756,-123.13072759572688,Autumn
4693,Mischief,2019,10,Grandview-Woodland,49.26319720333606,-123.06196489855245,Autumn
