,YEAR,MONTH,DAY,TYPE,PERIOD,SEASON,NEIGHBOURHOOD,Counts
40982,2020,6,1,Break and Enter Residential/Other,AM,Spring,Kensington-Cedar Cottage,5
40983,2020,6,1,Break and Enter Residential/Other,AM,Spring,Kerrisdale,2
40984,2020,6,1,Break and Enter Residential/Other,AM,Spring,Killarney,1
40985,2020,6,1,Break and Enter Residential/Other,AM,Spring,Kitsilano,6
40986,2020,6,1,Break and Enter Residential/Other,AM,Spring,Marpole,2
40987,2020,6,1,Break and Enter Residential/Other,AM,Spring,Mount Pleasant,3
40988,2020,6,1,Break and Enter Residential/Other,AM,Spring,Oakridge,3
40989,2020,6,1,Break and Enter Residential/Other,AM,Spring,Renfrew-Collingwood,3
40990,2020,6,1,Break and Enter Residential/Other,AM,Spring,Riley Park,3
40991,2020,6,1,Break and Enter Residential/Other,AM,Spring,Shaughnessy,3
40992,2020,6,1,Break and Enter Residential/Other,AM,Spring,South Cambie,1
40993,2020,6,1,Break and Enter Residential/Other,AM,Spring,Strathcona,2
40994,2020,6,1,Break and Enter Residential/Other,AM,Spring,Sunset,4
40995,2020,6,1,Break and Enter Residential/Other,AM,Spring,Victoria-Fraserview,2
40996,2020,6,1,Break and Enter Residential/Other,AM,Spring,West Point Grey,1
40997,2020,6,1,Break and Enter Residential/Other,AM,Summer,Central Business District,1
40998,2020,6,1,Break and Enter Residential/Other,AM,Summer,Dunbar-Southlands,2
40999,2020,6,1,Break and Enter Residential/Other,AM,Summer,Grandview-Woodland,1
41000,2020,6,1,Break and Enter Residential/Other,AM,Summer,Hastings-Sunrise,1
41001,2020,6,1,Break and Enter Residential/Other,AM,Summer,Kensington-Cedar Cottage,1
41002,2020,6,1,Break and Enter Residential/Other,AM,Summer,Kerrisdale,2
41003,2020,6,1,Break and Enter Residential/Other,AM,Summer,Kitsilano,3
41004,2020,6,1,Break and Enter Residential/Other,AM,Summer,Marpole,1
41005,2020,6,1,Break and Enter Residential/Other,AM,Summer,Oakridge,2
41006,2020,6,1,Break and Enter Residential/Other,AM,Summer,Renfrew-Collingwood,1
41007,2020,6,1,Break and Enter Residential/Other,AM,Summer,Riley Park,2
41008,2020,6,1,Break and Enter Residential/Other,AM,Summer,Shaughnessy,5
41009,2020,6,1,Break and Enter Residential/Other,AM,Summer,Strathcona,1
41010,2020,6,1,Break and Enter Residential/Other,AM,Summer,West Point Grey,1
41011,2020,6,1,Break and Enter Residential/Other,PM,Spring,Arbutus Ridge,7
41012,2020,6,1,Break and Enter Residential/Other,PM,Spring,Central Business District,2
41013,2020,6,1,Break and Enter Residential/Other,PM,Spring,Dunbar-Southlands,2
41014,2020,6,1,Break and Enter Residential/Other,PM,Spring,Grandview-Woodland,6
41015,2020,6,1,Break and Enter Residential/Other,PM,Spring,Hastings-Sunrise,2
41016,2020,6,1,Break and Enter Residential/Other,PM,Spring,Kensington-Cedar Cottage,2
41017,2020,6,1,Break and Enter Residential/Other,PM,Spring,Kerrisdale,1
41018,2020,6,1,Break and Enter Residential/Other,PM,Spring,Kitsilano,2
41019,2020,6,1,Break and Enter Residential/Other,PM,Spring,Marpole,2
41020,2020,6,1,Break and Enter Residential/Other,PM,Spring,Musqueam,1
41021,2020,6,1,Break and Enter Residential/Other,PM,Spring,Riley Park,2
41022,2020,6,1,Break and Enter Residential/Other,PM,Spring,Shaughnessy,5
41023,2020,6,1,Break and Enter Residential/Other,PM,Spring,South Cambie,2
41024,2020,6,1,Break and Enter Residential/Other,PM,Spring,Strathcona,3
41025,2020,6,1,Break and Enter Residential/Other,PM,Spring,West Point Grey,3
41026,2020,6,1,Break and Enter Residential/Other,PM,Summer,Central Business District,1
41027,2020,6,1,Break and Enter Residential/Other,PM,Summer,Fairview,1
41028,2020,6,1,Break and Enter Residential/Other,PM,Summer,Grandview-Woodland,2
41029,2020,6,1,Break and Enter Residential/Other,PM,Summer,Hastings-Sunrise,1
41030,2020,6,1,Break and Enter Residential/Other,PM,Summer,Kerrisdale,2
41031,2020,6,1,Break and Enter Residential/Other,PM,Summer,Kitsilano,4
41032,2020,6,1,Break and Enter Residential/Other,PM,Summer,Marpole,1
41033,2020,6,1,Break and Enter Residential/Other,PM,Summer,Renfrew-Collingwood,1
41034,2020,6,1,Break and Enter Residential/Other,PM,Summer,Riley Park,2
41035,2020,6,1,Break and Enter Residential/Other,PM,Summer,Sunset,1
41036,2020,6,1,Break and Enter Residential/Other,PM,Summer,Victoria-Fraserview,3
41037,2020,6,1,Mischief,AM,Spring,Arbutus Ridge,2
41038,2020,6,1,Mischief,AM,Spring,Central Business District,49
41039,2020,6,1,Mischief,AM,Spring,Dunbar-Southlands,2
41040,2020,6,1,Mischief,AM,Spring,Fairview,5
41041,2020,6,1,Mischief,AM,Spring,Grandview-Woodland,4
41042,2020,6,1,Mischief,AM,Spring,Hastings-Sunrise,9
41043,2020,6,1,Mischief,AM,Spring,Kensington-Cedar Cottage,4
41044,2020,6,1,Mischief,AM,Spring,Kerrisdale,2
41045,2020,6,1,Mischief,AM,Spring,Killarney,3
41046,2020,6,1,Mischief,AM,Spring,Kitsilano,3
41047,2020,6,1,Mischief,AM,Spring,Marpole,2
41048,2020,6,1,Mischief,AM,Spring,Mount Pleasant,12
41049,2020,6,1,Mischief,AM,Spring,Musqueam,1
41050,2020,6,1,Mischief,AM,Spring,Renfrew-Collingwood,5
41051,2020,6,1,Mischief,AM,Spring,Riley Park,3
41052,2020,6,1,Mischief,AM,Spring,Shaughnessy,1
41053,2020,6,1,Mischief,AM,Spring,Stanley Park,1
41054,2020,6,1,Mischief,AM,Spring,Strathcona,9
41055,2020,6,1,Mischief,AM,Spring,Sunset,4
41056,2020,6,1,Mischief,AM,Spring,Victoria-Fraserview,2
41057,2020,6,1,Mischief,AM,Spring,West End,9
41058,2020,6,1,Mischief,AM,Spring,West Point Grey,3
41059,2020,6,1,Mischief,AM,Summer,Arbutus Ridge,1
41060,2020,6,1,Mischief,AM,Summer,Central Business District,11
41061,2020,6,1,Mischief,AM,Summer,Dunbar-Southlands,1
41062,2020,6,1,Mischief,AM,Summer,Fairview,2
41063,2020,6,1,Mischief,AM,Summer,Grandview-Woodland,6
41064,2020,6,1,Mischief,AM,Summer,Hastings-Sunrise,1
41065,2020,6,1,Mischief,AM,Summer,Kensington-Cedar Cottage,2
41066,2020,6,1,Mischief,AM,Summer,Kerrisdale,2
41067,2020,6,1,Mischief,AM,Summer,Marpole,1
41068,2020,6,1,Mischief,AM,Summer,Mount Pleasant,1
41069,2020,6,1,Mischief,AM,Summer,Renfrew-Collingwood,4
41070,2020,6,1,Mischief,AM,Summer,South Cambie,2
41071,2020,6,1,Mischief,AM,Summer,Stanley Park,2
41072,2020,6,1,Mischief,AM,Summer,Strathcona,7
41073,2020,6,1,Mischief,AM,Summer,Sunset,2
41074,2020,6,1,Mischief,AM,Summer,Victoria-Fraserview,1
41075,2020,6,1,Mischief,AM,Summer,West End,3
41076,2020,6,1,Mischief,AM,Summer,West Point Grey,1
41077,2020,6,1,Mischief,PM,Spring,Central Business District,49
41078,2020,6,1,Mischief,PM,Spring,Dunbar-Southlands,4
41079,2020,6,1,Mischief,PM,Spring,Fairview,7
41080,2020,6,1,Mischief,PM,Spring,Grandview-Woodland,7
41081,2020,6,1,Mischief,PM,Spring,Hastings-Sunrise,11
41082,2020,6,1,Mischief,PM,Spring,Kensington-Cedar Cottage,4
41083,2020,6,1,Mischief,PM,Spring,Killarney,2
41084,2020,6,1,Mischief,PM,Spring,Kitsilano,7
41085,2020,6,1,Mischief,PM,Spring,Marpole,1
41086,2020,6,1,Mischief,PM,Spring,Mount Pleasant,9
41087,2020,6,1,Mischief,PM,Spring,Musqueam,1
41088,2020,6,1,Mischief,PM,Spring,Oakridge,3
41089,2020,6,1,Mischief,PM,Spring,Renfrew-Collingwood,7
41090,2020,6,1,Mischief,PM,Spring,Riley Park,5
41091,2020,6,1,Mischief,PM,Spring,South Cambie,1
41092,2020,6,1,Mischief,PM,Spring,Stanley Park,1
41093,2020,6,1,Mischief,PM,Spring,Strathcona,23
41094,2020,6,1,Mischief,PM,Spring,Sunset,7
41095,2020,6,1,Mischief,PM,Spring,Victoria-Fraserview,3
41096,2020,6,1,Mischief,PM,Spring,West End,11
41097,2020,6,1,Mischief,PM,Spring,West Point Grey,2
41098,2020,6,1,Mischief,PM,Summer,Arbutus Ridge,1
41099,2020,6,1,Mischief,PM,Summer,Central Business District,26
41100,2020,6,1,Mischief,PM,Summer,Dunbar-Southlands,1
41101,2020,6,1,Mischief,PM,Summer,Fairview,5
41102,2020,6,1,Mischief,PM,Summer,Grandview-Woodland,4
41103,2020,6,1,Mischief,PM,Summer,Hastings-Sunrise,4
41104,2020,6,1,Mischief,PM,Summer,Kensington-Cedar Cottage,1
41105,2020,6,1,Mischief,PM,Summer,Kerrisdale,2
41106,2020,6,1,Mischief,PM,Summer,Killarney,2
41107,2020,6,1,Mischief,PM,Summer,Kitsilano,2
41108,2020,6,1,Mischief,PM,Summer,Marpole,2
41109,2020,6,1,Mischief,PM,Summer,Mount Pleasant,4
41110,2020,6,1,Mischief,PM,Summer,Musqueam,1
41111,2020,6,1,Mischief,PM,Summer,Renfrew-Collingwood,5
41112,2020,6,1,Mischief,PM,Summer,Riley Park,3
41113,2020,6,1,Mischief,PM,Summer,South Cambie,1
41114,2020,6,1,Mischief,PM,Summer,Strathcona,7
41115,2020,6,1,Mischief,PM,Summer,Sunset,5
41116,2020,6,1,Mischief,PM,Summer,Victoria-Fraserview,4
41117,2020,6,1,Mischief,PM,Summer,West End,7
41118,2020,6,1,Mischief,PM,Summer,West Point Grey,1
41119,2020,6,1,Offence Against a Person,AM,Spring,Arbutus Ridge,2
41120,2020,6,1,Offence Against a Person,AM,Spring,Central Business District,63
41121,2020,6,1,Offence Against a Person,AM,Spring,Dunbar-Southlands,1
41122,2020,6,1,Offence Against a Person,AM,Spring,Fairview,5
41123,2020,6,1,Offence Against a Person,AM,Spring,Grandview-Woodland,13
41124,2020,6,1,Offence Against a Person,AM,Spring,Hastings-Sunrise,5
41125,2020,6,1,Offence Against a Person,AM,Spring,Kensington-Cedar Cottage,5
41126,2020,6,1,Offence Against a Person,AM,Spring,Kerrisdale,1
41127,2020,6,1,Offence Against a Person,AM,Spring,Killarney,5
41128,2020,6,1,Offence Against a Person,AM,Spring,Kitsilano,5
41129,2020,6,1,Offence Against a Person,AM,Spring,Marpole,3
41130,2020,6,1,Offence Against a Person,AM,Spring,Mount Pleasant,6
41131,2020,6,1,Offence Against a Person,AM,Spring,Musqueam,2
41132,2020,6,1,Offence Against a Person,AM,Spring,Oakridge,3
41133,2020,6,1,Offence Against a Person,AM,Spring,Renfrew-Collingwood,17
41134,2020,6,1,Offence Against a Person,AM,Spring,Riley Park,5
41135,2020,6,1,Offence Against a Person,AM,Spring,Shaughnessy,1
41136,2020,6,1,Offence Against a Person,AM,Spring,South Cambie,3
41137,2020,6,1,Offence Against a Person,AM,Spring,Stanley Park,1
41138,2020,6,1,Offence Against a Person,AM,Spring,Strathcona,37
41139,2020,6,1,Offence Against a Person,AM,Spring,Sunset,4
41140,2020,6,1,Offence Against a Person,AM,Spring,Victoria-Fraserview,1
41141,2020,6,1,Offence Against a Person,AM,Spring,West End,29
41142,2020,6,1,Offence Against a Person,AM,Spring,West Point Grey,2
41143,2020,6,1,Offence Against a Person,AM,Summer,Arbutus Ridge,1
41144,2020,6,1,Offence Against a Person,AM,Summer,Central Business District,39
41145,2020,6,1,Offence Against a Person,AM,Summer,Fairview,2
41146,2020,6,1,Offence Against a Person,AM,Summer,Grandview-Woodland,5
41147,2020,6,1,Offence Against a Person,AM,Summer,Hastings-Sunrise,3
41148,2020,6,1,Offence Against a Person,AM,Summer,Kensington-Cedar Cottage,4
41149,2020,6,1,Offence Against a Person,AM,Summer,Killarney,1
41150,2020,6,1,Offence Against a Person,AM,Summer,Kitsilano,1
41151,2020,6,1,Offence Against a Person,AM,Summer,Marpole,4
41152,2020,6,1,Offence Against a Person,AM,Summer,Mount Pleasant,4
41153,2020,6,1,Offence Against a Person,AM,Summer,Renfrew-Collingwood,3
41154,2020,6,1,Offence Against a Person,AM,Summer,Strathcona,15
41155,2020,6,1,Offence Against a Person,AM,Summer,Sunset,1
41156,2020,6,1,Offence Against a Person,AM,Summer,Victoria-Fraserview,1
41157,2020,6,1,Offence Against a Person,AM,Summer,West End,18
41158,2020,6,1,Offence Against a Person,AM,Summer,West Point Grey,1
41159,2020,6,1,Other Theft,AM,Spring,Central Business District,31
41160,2020,6,1,Other Theft,AM,Spring,Dunbar-Southlands,2
41161,2020,6,1,Other Theft,AM,Spring,Fairview,6
41162,2020,6,1,Other Theft,AM,Spring,Grandview-Woodland,5
41163,2020,6,1,Other Theft,AM,Spring,Hastings-Sunrise,5
41164,2020,6,1,Other Theft,AM,Spring,Kensington-Cedar Cottage,10
41165,2020,6,1,Other Theft,AM,Spring,Killarney,1
41166,2020,6,1,Other Theft,AM,Spring,Kitsilano,6
41167,2020,6,1,Other Theft,AM,Spring,Marpole,1
41168,2020,6,1,Other Theft,AM,Spring,Mount Pleasant,5
41169,2020,6,1,Other Theft,AM,Spring,Oakridge,2
41170,2020,6,1,Other Theft,AM,Spring,Renfrew-Collingwood,10
41171,2020,6,1,Other Theft,AM,Spring,Riley Park,2
41172,2020,6,1,Other Theft,AM,Spring,Shaughnessy,1
41173,2020,6,1,Other Theft,AM,Spring,South Cambie,3
41174,2020,6,1,Other Theft,AM,Spring,Strathcona,6
41175,2020,6,1,Other Theft,AM,Spring,Sunset,3
41176,2020,6,1,Other Theft,AM,Spring,Victoria-Fraserview,4
41177,2020,6,1,Other Theft,AM,Spring,West End,11
41178,2020,6,1,Other Theft,AM,Spring,West Point Grey,3
41179,2020,6,1,Other Theft,AM,Summer,Arbutus Ridge,2
41180,2020,6,1,Other Theft,AM,Summer,Central Business District,11
41181,2020,6,1,Other Theft,AM,Summer,Dunbar-Southlands,3
41182,2020,6,1,Other Theft,AM,Summer,Fairview,3
41183,2020,6,1,Other Theft,AM,Summer,Grandview-Woodland,5
41184,2020,6,1,Other Theft,AM,Summer,Hastings-Sunrise,1
41185,2020,6,1,Other Theft,AM,Summer,Kensington-Cedar Cottage,2
41186,2020,6,1,Other Theft,AM,Summer,Kerrisdale,1
41187,2020,6,1,Other Theft,AM,Summer,Kitsilano,2
41188,2020,6,1,Other Theft,AM,Summer,Marpole,3
41189,2020,6,1,Other Theft,AM,Summer,Mount Pleasant,2
41190,2020,6,1,Other Theft,AM,Summer,Musqueam,1
41191,2020,6,1,Other Theft,AM,Summer,Oakridge,2
41192,2020,6,1,Other Theft,AM,Summer,Renfrew-Collingwood,5
41193,2020,6,1,Other Theft,AM,Summer,Riley Park,1
41194,2020,6,1,Other Theft,AM,Summer,Strathcona,3
41195,2020,6,1,Other Theft,AM,Summer,Victoria-Fraserview,1
41196,2020,6,1,Other Theft,AM,Summer,West End,5
41197,2020,6,1,Other Theft,PM,Spring,Central Business District,60
41198,2020,6,1,Other Theft,PM,Spring,Dunbar-Southlands,3
41199,2020,6,1,Other Theft,PM,Spring,Fairview,10
41200,2020,6,1,Other Theft,PM,Spring,Grandview-Woodland,7
41201,2020,6,1,Other Theft,PM,Spring,Hastings-Sunrise,5
41202,2020,6,1,Other Theft,PM,Spring,Kensington-Cedar Cottage,11
41203,2020,6,1,Other Theft,PM,Spring,Killarney,4
41204,2020,6,1,Other Theft,PM,Spring,Kitsilano,10
41205,2020,6,1,Other Theft,PM,Spring,Marpole,1
41206,2020,6,1,Other Theft,PM,Spring,Mount Pleasant,21
41207,2020,6,1,Other Theft,PM,Spring,Oakridge,2
41208,2020,6,1,Other Theft,PM,Spring,Renfrew-Collingwood,33
41209,2020,6,1,Other Theft,PM,Spring,Riley Park,3
41210,2020,6,1,Other Theft,PM,Spring,South Cambie,3
41211,2020,6,1,Other Theft,PM,Spring,Strathcona,24
41212,2020,6,1,Other Theft,PM,Spring,Sunset,6
41213,2020,6,1,Other Theft,PM,Spring,Victoria-Fraserview,2
41214,2020,6,1,Other Theft,PM,Spring,West End,23
41215,2020,6,1,Other Theft,PM,Spring,West Point Grey,1
41216,2020,6,1,Other Theft,PM,Summer,Arbutus Ridge,2
41217,2020,6,1,Other Theft,PM,Summer,Central Business District,23
41218,2020,6,1,Other Theft,PM,Summer,Dunbar-Southlands,2
41219,2020,6,1,Other Theft,PM,Summer,Fairview,6
41220,2020,6,1,Other Theft,PM,Summer,Grandview-Woodland,6
41221,2020,6,1,Other Theft,PM,Summer,Hastings-Sunrise,1
41222,2020,6,1,Other Theft,PM,Summer,Kensington-Cedar Cottage,9
41223,2020,6,1,Other Theft,PM,Summer,Kerrisdale,2
41224,2020,6,1,Other Theft,PM,Summer,Killarney,4
41225,2020,6,1,Other Theft,PM,Summer,Kitsilano,3
41226,2020,6,1,Other Theft,PM,Summer,Marpole,8
41227,2020,6,1,Other Theft,PM,Summer,Mount Pleasant,10
41228,2020,6,1,Other Theft,PM,Summer,Oakridge,1
41229,2020,6,1,Other Theft,PM,Summer,Renfrew-Collingwood,21
41230,2020,6,1,Other Theft,PM,Summer,Riley Park,3
41231,2020,6,1,Other Theft,PM,Summer,South Cambie,2
41232,2020,6,1,Other Theft,PM,Summer,Strathcona,10
41233,2020,6,1,Other Theft,PM,Summer,Sunset,1
41234,2020,6,1,Other Theft,PM,Summer,Victoria-Fraserview,3
41235,2020,6,1,Other Theft,PM,Summer,West End,11
41236,2020,6,1,Theft from Vehicle,AM,Spring,Arbutus Ridge,4
41237,2020,6,1,Theft from Vehicle,AM,Spring,Central Business District,28
41238,2020,6,1,Theft from Vehicle,AM,Spring,Dunbar-Southlands,3
41239,2020,6,1,Theft from Vehicle,AM,Spring,Fairview,8
41240,2020,6,1,Theft from Vehicle,AM,Spring,Grandview-Woodland,3
41241,2020,6,1,Theft from Vehicle,AM,Spring,Hastings-Sunrise,10
41242,2020,6,1,Theft from Vehicle,AM,Spring,Kensington-Cedar Cottage,3
41243,2020,6,1,Theft from Vehicle,AM,Spring,Kerrisdale,4
41244,2020,6,1,Theft from Vehicle,AM,Spring,Killarney,1
41245,2020,6,1,Theft from Vehicle,AM,Spring,Kitsilano,7
41246,2020,6,1,Theft from Vehicle,AM,Spring,Marpole,4
41247,2020,6,1,Theft from Vehicle,AM,Spring,Mount Pleasant,8
41248,2020,6,1,Theft from Vehicle,AM,Spring,Oakridge,2
41249,2020,6,1,Theft from Vehicle,AM,Spring,Renfrew-Collingwood,6
41250,2020,6,1,Theft from Vehicle,AM,Spring,Riley Park,6
41251,2020,6,1,Theft from Vehicle,AM,Spring,Shaughnessy,2
41252,2020,6,1,Theft from Vehicle,AM,Spring,South Cambie,1
41253,2020,6,1,Theft from Vehicle,AM,Spring,Strathcona,13
41254,2020,6,1,Theft from Vehicle,AM,Spring,Sunset,3
41255,2020,6,1,Theft from Vehicle,AM,Spring,Victoria-Fraserview,3
41256,2020,6,1,Theft from Vehicle,AM,Spring,West End,10
41257,2020,6,1,Theft from Vehicle,AM,Spring,West Point Grey,1
41258,2020,6,1,Theft from Vehicle,AM,Summer,Central Business District,19
41259,2020,6,1,Theft from Vehicle,AM,Summer,Dunbar-Southlands,1
41260,2020,6,1,Theft from Vehicle,AM,Summer,Fairview,5
41261,2020,6,1,Theft from Vehicle,AM,Summer,Grandview-Woodland,4
41262,2020,6,1,Theft from Vehicle,AM,Summer,Hastings-Sunrise,3
41263,2020,6,1,Theft from Vehicle,AM,Summer,Kensington-Cedar Cottage,2
41264,2020,6,1,Theft from Vehicle,AM,Summer,Kerrisdale,2
41265,2020,6,1,Theft from Vehicle,AM,Summer,Killarney,2
41266,2020,6,1,Theft from Vehicle,AM,Summer,Kitsilano,1
41267,2020,6,1,Theft from Vehicle,AM,Summer,Marpole,1
41268,2020,6,1,Theft from Vehicle,AM,Summer,Mount Pleasant,4
41269,2020,6,1,Theft from Vehicle,AM,Summer,Renfrew-Collingwood,2
41270,2020,6,1,Theft from Vehicle,AM,Summer,Riley Park,1
41271,2020,6,1,Theft from Vehicle,AM,Summer,Shaughnessy,3
41272,2020,6,1,Theft from Vehicle,AM,Summer,South Cambie,1
41273,2020,6,1,Theft from Vehicle,AM,Summer,Strathcona,4
41274,2020,6,1,Theft from Vehicle,AM,Summer,Sunset,2
41275,2020,6,1,Theft from Vehicle,AM,Summer,Victoria-Fraserview,4
41276,2020,6,1,Theft from Vehicle,AM,Summer,West End,5
41277,2020,6,1,Theft from Vehicle,AM,Summer,West Point Grey,1
41278,2020,6,1,Theft from Vehicle,PM,Spring,Arbutus Ridge,4
41279,2020,6,1,Theft from Vehicle,PM,Spring,Central Business District,44
41280,2020,6,1,Theft from Vehicle,PM,Spring,Dunbar-Southlands,6
41281,2020,6,1,Theft from Vehicle,PM,Spring,Fairview,13
41282,2020,6,1,Theft from Vehicle,PM,Spring,Grandview-Woodland,8
41283,2020,6,1,Theft from Vehicle,PM,Spring,Hastings-Sunrise,17
41284,2020,6,1,Theft from Vehicle,PM,Spring,Kensington-Cedar Cottage,12
41285,2020,6,1,Theft from Vehicle,PM,Spring,Kerrisdale,1
41286,2020,6,1,Theft from Vehicle,PM,Spring,Killarney,5
41287,2020,6,1,Theft from Vehicle,PM,Spring,Kitsilano,14
41288,2020,6,1,Theft from Vehicle,PM,Spring,Marpole,11
41289,2020,6,1,Theft from Vehicle,PM,Spring,Mount Pleasant,12
41290,2020,6,1,Theft from Vehicle,PM,Spring,Renfrew-Collingwood,8
41291,2020,6,1,Theft from Vehicle,PM,Spring,Riley Park,3
41292,2020,6,1,Theft from Vehicle,PM,Spring,Shaughnessy,4
41293,2020,6,1,Theft from Vehicle,PM,Spring,South Cambie,2
41294,2020,6,1,Theft from Vehicle,PM,Spring,Strathcona,13
41295,2020,6,1,Theft from Vehicle,PM,Spring,Sunset,7
41296,2020,6,1,Theft from Vehicle,PM,Spring,Victoria-Fraserview,5
41297,2020,6,1,Theft from Vehicle,PM,Spring,West End,28
41298,2020,6,1,Theft from Vehicle,PM,Spring,West Point Grey,9
41299,2020,6,1,Theft from Vehicle,PM,Summer,Arbutus Ridge,1
41300,2020,6,1,Theft from Vehicle,PM,Summer,Central Business District,32
41301,2020,6,1,Theft from Vehicle,PM,Summer,Dunbar-Southlands,3
41302,2020,6,1,Theft from Vehicle,PM,Summer,Fairview,4
41303,2020,6,1,Theft from Vehicle,PM,Summer,Grandview-Woodland,3
41304,2020,6,1,Theft from Vehicle,PM,Summer,Hastings-Sunrise,5
41305,2020,6,1,Theft from Vehicle,PM,Summer,Kensington-Cedar Cottage,3
41306,2020,6,1,Theft from Vehicle,PM,Summer,Kerrisdale,3
41307,2020,6,1,Theft from Vehicle,PM,Summer,Killarney,3
41308,2020,6,1,Theft from Vehicle,PM,Summer,Kitsilano,9
41309,2020,6,1,Theft from Vehicle,PM,Summer,Marpole,4
41310,2020,6,1,Theft from Vehicle,PM,Summer,Mount Pleasant,4
41311,2020,6,1,Theft from Vehicle,PM,Summer,Renfrew-Collingwood,6
41312,2020,6,1,Theft from Vehicle,PM,Summer,Riley Park,1
41313,2020,6,1,Theft from Vehicle,PM,Summer,South Cambie,2
41314,2020,6,1,Theft from Vehicle,PM,Summer,Strathcona,10
41315,2020,6,1,Theft from Vehicle,PM,Summer,Sunset,3
41316,2020,6,1,Theft from Vehicle,PM,Summer,Victoria-Fraserview,4
41317,2020,6,1,Theft from Vehicle,PM,Summer,West End,9
41318,2020,6,1,Theft from Vehicle,PM,Summer,West Point Grey,2
41319,2020,6,1,Theft of Bicycle,AM,Spring,Central Business District,7
41320,2020,6,1,Theft of Bicycle,AM,Spring,Dunbar-Southlands,2
41321,2020,6,1,Theft of Bicycle,AM,Spring,Fairview,8
41322,2020,6,1,Theft of Bicycle,AM,Spring,Grandview-Woodland,1
41323,2020,6,1,Theft of Bicycle,AM,Spring,Hastings-Sunrise,1
41324,2020,6,1,Theft of Bicycle,AM,Spring,Kensington-Cedar Cottage,3
41325,2020,6,1,Theft of Bicycle,AM,Spring,Killarney,5
41326,2020,6,1,Theft of Bicycle,AM,Spring,Kitsilano,6
41327,2020,6,1,Theft of Bicycle,AM,Spring,Marpole,2
41328,2020,6,1,Theft of Bicycle,AM,Spring,Mount Pleasant,2
41329,2020,6,1,Theft of Bicycle,AM,Spring,Riley Park,2
41330,2020,6,1,Theft of Bicycle,AM,Spring,South Cambie,1
41331,2020,6,1,Theft of Bicycle,AM,Spring,Sunset,1
41332,2020,6,1,Theft of Bicycle,AM,Spring,West End,6
41333,2020,6,1,Theft of Bicycle,AM,Spring,West Point Grey,2
41334,2020,6,1,Theft of Bicycle,AM,Summer,Central Business District,2
41335,2020,6,1,Theft of Bicycle,AM,Summer,Dunbar-Southlands,1
41336,2020,6,1,Theft of Bicycle,AM,Summer,Grandview-Woodland,1
41337,2020,6,1,Theft of Bicycle,AM,Summer,Kensington-Cedar Cottage,1
41338,2020,6,1,Theft of Bicycle,AM,Summer,Kitsilano,4
41339,2020,6,1,Theft of Bicycle,AM,Summer,Mount Pleasant,2
41340,2020,6,1,Theft of Bicycle,AM,Summer,Riley Park,1
41341,2020,6,1,Theft of Bicycle,AM,Summer,Strathcona,2
41342,2020,6,1,Theft of Bicycle,AM,Summer,West End,2
41343,2020,6,1,Theft of Bicycle,PM,Spring,Central Business District,13
41344,2020,6,1,Theft of Bicycle,PM,Spring,Dunbar-Southlands,2
41345,2020,6,1,Theft of Bicycle,PM,Spring,Fairview,16
41346,2020,6,1,Theft of Bicycle,PM,Spring,Grandview-Woodland,3
41347,2020,6,1,Theft of Bicycle,PM,Spring,Hastings-Sunrise,2
41348,2020,6,1,Theft of Bicycle,PM,Spring,Kensington-Cedar Cottage,6
41349,2020,6,1,Theft of Bicycle,PM,Spring,Killarney,1
41350,2020,6,1,Theft of Bicycle,PM,Spring,Kitsilano,18
41351,2020,6,1,Theft of Bicycle,PM,Spring,Marpole,2
41352,2020,6,1,Theft of Bicycle,PM,Spring,Mount Pleasant,8
41353,2020,6,1,Theft of Bicycle,PM,Spring,Riley Park,2
41354,2020,6,1,Theft of Bicycle,PM,Spring,South Cambie,2
41355,2020,6,1,Theft of Bicycle,PM,Spring,Strathcona,4
41356,2020,6,1,Theft of Bicycle,PM,Spring,Sunset,2
41357,2020,6,1,Theft of Bicycle,PM,Spring,Victoria-Fraserview,1
41358,2020,6,1,Theft of Bicycle,PM,Spring,West End,10
41359,2020,6,1,Theft of Bicycle,PM,Summer,Central Business District,7
41360,2020,6,1,Theft of Bicycle,PM,Summer,Fairview,7
41361,2020,6,1,Theft of Bicycle,PM,Summer,Grandview-Woodland,2
41362,2020,6,1,Theft of Bicycle,PM,Summer,Hastings-Sunrise,2
41363,2020,6,1,Theft of Bicycle,PM,Summer,Kensington-Cedar Cottage,4
41364,2020,6,1,Theft of Bicycle,PM,Summer,Killarney,1
41365,2020,6,1,Theft of Bicycle,PM,Summer,Kitsilano,5
41366,2020,6,1,Theft of Bicycle,PM,Summer,Mount Pleasant,3
41367,2020,6,1,Theft of Bicycle,PM,Summer,Riley Park,3
41368,2020,6,1,Theft of Bicycle,PM,Summer,South Cambie,1
41369,2020,6,1,Theft of Bicycle,PM,Summer,Strathcona,2
41370,2020,6,1,Theft of Bicycle,PM,Summer,West End,2
41371,2020,6,1,Theft of Bicycle,PM,Summer,West Point Grey,1
41372,2020,6,1,Theft of Vehicle,AM,Spring,Arbutus Ridge,1
41373,2020,6,1,Theft of Vehicle,AM,Spring,Fairview,1
41374,2020,6,1,Theft of Vehicle,AM,Spring,Grandview-Woodland,1
41375,2020,6,1,Theft of Vehicle,AM,Spring,Kensington-Cedar Cottage,1
41376,2020,6,1,Theft of Vehicle,AM,Spring,Riley Park,1
